title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
Konna Ko Iru kana,30129,TV (Continuing),Unknown,fall,1987.0,,,0.0,0.0,189.0,[]
Bubblegum Crisis,1347,OVA,AIC,fall,1987.0,,Original,8.0,7.3,44000.0,"['Adventure', 'Sci-Fi']"
Devilman: Tanjou-hen,2354,OVA,Oh! Production,fall,1987.0,,Manga,1.0,7.16,27000.0,"['Horror', 'Sci-Fi', 'Supernatural']"
Kaze to Ki no Uta Sanctus: Sei Naru Kana,1637,OVA,Triangle Staff,fall,1987.0,,Manga,1.0,6.86,14000.0,"['Boys Love', 'Drama', 'Romance']"
Junk Boy,3889,OVA,Madhouse,fall,1987.0,,Manga,1.0,5.89,7700.0,"['Comedy', 'Romance', 'Ecchi']"
Battle Royal High School,3625,OVA,AIC,fall,1987.0,,Manga,1.0,5.57,7000.0,"['Action', 'Horror', 'Supernatural']"
Dirty Pair OVA,4200,OVA,Kino Production,fall,1987.0,,Light novel,10.0,7.11,6600.0,"['Adventure', 'Comedy', 'Sci-Fi']"
Metal Skin Panic MADOX-01,2461,OVA,AIC,fall,1987.0,,Original,1.0,5.92,6300.0,"['Action', 'Sci-Fi']"
X Densha de Ikou,1973,OVA,Madhouse,fall,1987.0,,Novel,1.0,5.74,3300.0,"['Avant Garde', 'Mystery', 'Supernatural']"
TO-Y,2103,OVA,Gallop,fall,1987.0,,Manga,1.0,6.16,3200.0,['Drama']
Gall Force 2: Destruction,2061,OVA,AIC,fall,1987.0,,Original,1.0,6.36,3000.0,"['Action', 'Sci-Fi']"
Hi no Tori: Uchuu-hen,2998,OVA,Madhouse,fall,1987.0,,Manga,1.0,6.96,2700.0,"['Drama', 'Fantasy', 'Sci-Fi']"
Daimajuu Gekitou: Hagane no Oni,1819,OVA,AIC,fall,1987.0,,,1.0,5.23,2600.0,"['Horror', 'Sci-Fi']"
The Samurai,1452,OVA,Unknown,fall,1987.0,,Manga,1.0,5.93,2200.0,"['Comedy', 'Romance']"
Makyou Gaiden Le Deus,4058,OVA,Production Reed,fall,1987.0,,Original,1.0,5.47,1900.0,"['Action', 'Adventure', 'Sci-Fi']"
Relic Armor Legaciam,2094,OVA,Unknown,fall,1987.0,,,1.0,5.54,1800.0,"['Action', 'Sci-Fi']"
Good Morning Althea,2482,OVA,Unknown,fall,1987.0,,,1.0,5.49,1800.0,"['Action', 'Sci-Fi']"
Kimagure Orange☆Road: Tanabata Special,14059,OVA,Pierrot,fall,1987.0,,Manga,1.0,6.65,1700.0,[]
Flying Luna Clipper,39020,OVA,Unknown,fall,1987.0,,Original,1.0,5.87,1300.0,"['Avant Garde', 'Comedy', 'Ecchi']"
Scoopers,9239,OVA,ACC Production,fall,1987.0,,Manga,1.0,5.23,1100.0,"['Action', 'Sci-Fi']"
Milk House Dreaming: Ai no Shiki,19597,OVA,Unknown,fall,1987.0,,,1.0,5.46,617.0,[]
Kentauros no Densetsu,17339,OVA,Wako Productions,fall,1987.0,,Manga,1.0,5.91,603.0,"['Action', 'Drama']"
Pink no Curtain,17833,OVA,Unknown,fall,1987.0,,,1.0,4.95,585.0,"['Slice of Life', 'Hentai']"
Katte ni Shirokuma,9832,OVA,AIC,fall,1987.0,,Manga,1.0,5.36,582.0,['Comedy']
Taiman Blues: Shimizu Naoto-hen,18569,OVA,Unknown,fall,1987.0,,Manga,3.0,0.0,528.0,[]
Boku no Oldies wa All Color,35367,OVA,Unknown,fall,1987.0,,Manga,1.0,0.0,233.0,['Romance']
Lupin III: Fuuma Ichizoku no Inbou,1432,Movie,Tokyo Movie Shinsha,fall,1987.0,,Manga,1.0,7.28,9800.0,"['Action', 'Adventure', 'Comedy', 'Mystery']"
Genji Monogatari,3488,Movie,Group TAC,fall,1987.0,,Novel,1.0,6.39,8700.0,"['Drama', 'Romance']"
Gokiburi-tachi no Tasogare,4210,Movie,Animation Staff Room,fall,1987.0,,Original,1.0,5.85,1900.0,['Drama']
Mori no Densetsu,2456,Movie,Tezuka Productions,fall,1987.0,,Original,1.0,6.39,1800.0,"['Adventure', 'Drama', 'Fantasy']"
Shouri Toushu,19887,Movie,Toei Animation,fall,1987.0,,,1.0,0.0,303.0,['Sports']
Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,9095,Special,Nippon Animation,fall,1987.0,,Novel,1.0,6.45,832.0,['Adventure']
Saint Elmo: Hikari no Raihousha,8561,Special,Toei Animation,fall,1987.0,,Original,1.0,0.0,422.0,['Sci-Fi']
Seishun Anime Zenshuu Specials,32897,Special,Nippon Animation,fall,1987.0,,Novel,2.0,0.0,309.0,['Drama']
Sakigake!! Otokojuku,2903,TV (New),Toei Animation,winter,1988.0,,Manga,34.0,7.39,12000.0,"['Action', 'Comedy']"
Osomatsu-kun (1988),9883,TV (New),Pierrot,winter,1988.0,,Manga,86.0,6.72,5600.0,['Comedy']
Shoukoushi Cedie,2555,TV (New),Nippon Animation,winter,1988.0,,Novel,43.0,7.35,3900.0,"['Drama', 'Slice of Life']"
Lemon Angel (1988),3259,TV (New),AIC,winter,1988.0,,,9.0,5.79,1700.0,['Ecchi']
Tatakae!! Ramenman,4427,TV (New),Toei Animation,winter,1988.0,,,35.0,6.25,1300.0,"['Action', 'Adventure']"
Gegege no Kitarou: Jigoku-hen,8158,TV (New),Toei Animation,winter,1988.0,,,7.0,6.2,942.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
Dragon Ball,223,TV (Continuing),Toei Animation,winter,1988.0,,Manga,153.0,7.96,911000.0,"['Adventure', 'Comedy', 'Fantasy']"
Saint Seiya,1254,TV (Continuing),Toei Animation,winter,1988.0,,Manga,114.0,7.74,170000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
City Hunter,1470,TV (Continuing),Sunrise,winter,1988.0,,Manga,51.0,7.92,69000.0,"['Action', 'Comedy', 'Mystery']"
Maison Ikkoku,1453,TV (Continuing),Studio Deen,winter,1988.0,,Manga,96.0,8.19,63000.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,winter,1988.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Kimagure Orange☆Road,1087,TV (Continuing),Pierrot,winter,1988.0,,Manga,48.0,7.54,42000.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
Hokuto no Ken 2,1356,TV (Continuing),Toei Animation,winter,1988.0,,Manga,43.0,7.56,28000.0,"['Action', 'Drama']"
Sazae-san,2406,TV (Continuing),Eiken,winter,1988.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Lady Lady!!,2227,TV (Continuing),Toei Animation,winter,1988.0,,Manga,21.0,7.5,5900.0,['Drama']
Anime Sanjuushi,2333,TV (Continuing),Gallop,winter,1988.0,,Novel,52.0,7.11,4600.0,"['Adventure', 'Drama', 'Romance']"
Hiatari Ryoukou!,729,TV (Continuing),Group TAC,winter,1988.0,,Manga,48.0,7.07,4500.0,"['Comedy', 'Romance', 'Sports']"
Mister Ajikko,3437,TV (Continuing),Sunrise,winter,1988.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Grimm Meisaku Gekijou,4060,TV (Continuing),Nippon Animation,winter,1988.0,,Other,24.0,7.41,4200.0,"['Adventure', 'Comedy', 'Fantasy']"
Transformers: The☆Headmasters,925,TV (Continuing),Toei Animation,winter,1988.0,,Other,35.0,6.43,3700.0,"['Action', 'Adventure', 'Sci-Fi']"
Gegege no Kitarou (1985),7307,TV (Continuing),Toei Animation,winter,1988.0,,Manga,108.0,6.5,2200.0,"['Comedy', 'Supernatural']"
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,winter,1988.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Geragera Boes Monogatari,2815,TV (Continuing),Telescreen,winter,1988.0,,Other,52.0,7.05,1600.0,['Comedy']
Heart Cocktail,27693,TV (Continuing),Unknown,winter,1988.0,,,77.0,6.21,1400.0,['Romance']
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,winter,1988.0,,,1471.0,6.07,1400.0,['Fantasy']
Ultra B,10250,TV (Continuing),Shin-Ei Animation,winter,1988.0,,Manga,119.0,6.03,1200.0,['Comedy']
Kamen no Ninja Akakage,13769,TV (Continuing),Toei Animation,winter,1988.0,,,23.0,6.36,814.0,"['Action', 'Fantasy']"
Bikkuriman,3909,TV (Continuing),Toei Animation,winter,1988.0,,Other,75.0,6.14,687.0,"['Comedy', 'Fantasy']"
Oraa Guzura Dado (1987),11873,TV (Continuing),Tatsunoko Production,winter,1988.0,,,44.0,6.16,678.0,['Comedy']
Tsuideni Tonchinkan,6917,TV (Continuing),Unknown,winter,1988.0,,,43.0,0.0,662.0,['Comedy']
Norakuro-kun,16393,TV (Continuing),Pierrot,winter,1988.0,,Manga,50.0,0.0,538.0,"['Comedy', 'Mystery']"
Kotowaza House,20117,TV (Continuing),Eiken,winter,1988.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Pro Golfer Saru (TV),16650,TV (Continuing),Shin-Ei Animation,winter,1988.0,,Manga,143.0,0.0,431.0,['Sports']
Manga Nihon Keizai Nyuumon,10709,TV (Continuing),Knack Productions,winter,1988.0,,Manga,25.0,0.0,425.0,"['Drama', 'Slice of Life']"
Manga Naruhodo Monogatari,10137,TV (Continuing),Unknown,winter,1988.0,,,102.0,0.0,320.0,['Adventure']
Mama Ohanashi Kikasete,26087,TV (Continuing),Unknown,winter,1988.0,,,15.0,0.0,211.0,['Fantasy']
Gutchonpa Omoshiro Hanashi,26089,TV (Continuing),Unknown,winter,1988.0,,,5.0,0.0,190.0,[]
Konna Ko Iru kana,30129,TV (Continuing),Unknown,winter,1988.0,,,0.0,0.0,189.0,[]
Ginga Eiyuu Densetsu,820,OVA,K-Factory,winter,1988.0,,Novel,110.0,9.03,280000.0,"['Drama', 'Sci-Fi']"
Dragon's Heaven,3135,OVA,AIC,winter,1988.0,,Manga,1.0,6.15,9100.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,2585,OVA,Sunrise,winter,1988.0,,Original,1.0,7.27,3900.0,"['Drama', 'Sci-Fi']"
Kyoufu no Bio Ningen Saishuu Kyoushi,2780,OVA,J.C.Staff,winter,1988.0,,,1.0,5.49,3700.0,"['Action', 'Adventure', 'Comedy', 'Supernatural']"
Seisenshi Dunbine OVA,5372,OVA,Sunrise,winter,1988.0,,,3.0,5.7,2100.0,"['Adventure', 'Sci-Fi']"
Madonna,3482,OVA,Toei Animation,winter,1988.0,,,2.0,6.16,1800.0,"['Comedy', 'Sports']"
Harbor Light Monogatari: Fashion Lala yori,3320,OVA,Pierrot,winter,1988.0,,Original,1.0,5.29,1800.0,[]
Xanadu Dragonslayer Densetsu,5920,OVA,Toei Animation,winter,1988.0,,Game,1.0,5.23,1300.0,"['Adventure', 'Comedy', 'Fantasy']"
"Machine Robo: Leina, The Legend of Wolf Blade",6577,OVA,Unknown,winter,1988.0,,,3.0,5.97,754.0,['Action']
Mobile Suit Gundam: Char's Counterattack,87,Movie,Sunrise,winter,1988.0,,Novel,1.0,7.65,42000.0,"['Drama', 'Sci-Fi']"
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,3014,Movie,Kitty Film Mitaka Studio,winter,1988.0,,Novel,1.0,7.9,35000.0,"['Action', 'Sci-Fi']"
Saint Seiya: Kamigami no Atsuki Tatakai,1258,Movie,Toei Animation,winter,1988.0,,,1.0,6.87,16000.0,"['Adventure', 'Sci-Fi']"
Maison Ikkoku: Kanketsu-hen,2460,Movie,Ajia-Do,winter,1988.0,,Manga,1.0,7.19,6500.0,"['Comedy', 'Drama', 'Romance']"
Urusei Yatsura Movie 5: Kanketsu-hen,1924,Movie,Magic Bus,winter,1988.0,,Manga,1.0,7.44,6500.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']"
Doraemon Movie 09: Nobita no Parallel Saiyuuki,2658,Movie,Shin-Ei Animation,winter,1988.0,,,1.0,7.05,4200.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Lady Lady!! (1988),9773,Movie,Toei Animation,winter,1988.0,,Manga,1.0,6.39,1400.0,['Drama']
Esper Mami: Hoshizora no Dancing Doll,9880,Movie,Shin-Ei Animation,winter,1988.0,,,1.0,5.93,578.0,['Fantasy']
Ultra B: Black Hole kara no Dokusaisha BB!!,10244,Movie,Shin-Ei Animation,winter,1988.0,,Manga,1.0,0.0,401.0,"['Adventure', 'Comedy']"
Bikkuriman: Daiichiji Seima Taisen,10203,Movie,Toei Animation,winter,1988.0,,,1.0,0.0,282.0,"['Action', 'Adventure']"
Mobile Suit SD Gundam Mk I,2302,Special,Sunrise,winter,1988.0,,Original,3.0,6.24,4200.0,['Sci-Fi']
Ganbare! Kickers Specials,33498,Special,Pierrot,winter,1988.0,,Manga,3.0,6.35,783.0,"['Comedy', 'Drama', 'Sports']"
Kkachi ae Nalgae,35529,Special,Unknown,winter,1988.0,,Original,1.0,0.0,181.0,"['Drama', 'Sports']"
City Hunter 2,1471,TV (New),Sunrise,spring,1988.0,,Manga,63.0,8.06,23000.0,"['Action', 'Comedy', 'Mystery']"
Yoroiden Samurai Troopers,1264,TV (New),Sunrise,spring,1988.0,,Original,39.0,7.07,17000.0,"['Adventure', 'Sci-Fi']"
Kiteretsu Daihyakka,6509,TV (New),Gallop,spring,1988.0,,Manga,331.0,6.76,5000.0,"['Comedy', 'Drama', 'Slice of Life']"
Hello! Lady Lynn,2405,TV (New),Toei Animation,spring,1988.0,,Manga,36.0,7.56,3800.0,['Drama']
F,6055,TV (New),Studio Deen,spring,1988.0,,Manga,31.0,6.76,3100.0,[]
Transformers: Choujin Master Force,924,TV (New),Toei Animation,spring,1988.0,,,43.0,6.65,3000.0,"['Adventure', 'Sci-Fi']"
Tsurupika Hagemaru-kun,5830,TV (New),Shin-Ei Animation,spring,1988.0,,4-koma manga,59.0,6.96,2800.0,['Comedy']
Chouon Senshi Borgman,3035,TV (New),Asahi Production,spring,1988.0,,Other,35.0,6.36,2800.0,"['Action', 'Sci-Fi']"
Mashin Eiyuuden Wataru,3837,TV (New),Sunrise,spring,1988.0,,,45.0,6.96,2600.0,"['Adventure', 'Comedy', 'Sci-Fi']"
Topo Gigio,4584,TV (New),Nippon Animation,spring,1988.0,,,21.0,6.22,1800.0,"['Adventure', 'Comedy']"
Moeru! Oniisan,6067,TV (New),Pierrot,spring,1988.0,,Manga,24.0,6.53,1200.0,"['Action', 'Adventure', 'Comedy']"
Dondon Dommel to Ron,2814,TV (New),Telescreen,spring,1988.0,,Original,52.0,6.67,980.0,['Comedy']
What's Michael? (TV),12039,TV (New),Daume,spring,1988.0,,Manga,45.0,0.0,779.0,['Comedy']
Doctor Chichibuyama,19121,TV (New),Production Reed,spring,1988.0,,4-koma manga,2.0,5.67,627.0,['Ecchi']
Sekai Meisaku Douwa Series,30028,TV (New),Toei Animation,spring,1988.0,,,4.0,0.0,422.0,"['Adventure', 'Fantasy', 'Supernatural']"
Agigongryong Doolie (1988),17086,TV (New),Unknown,spring,1988.0,,,7.0,0.0,395.0,[]
Ikinari Dagon,19965,TV (New),Nippon Animation,spring,1988.0,,,12.0,0.0,308.0,"['Adventure', 'Fantasy']"
Shin Pro Golfer Saru,17315,TV (New),Shin-Ei Animation,spring,1988.0,,,10.0,0.0,267.0,['Sports']
Meisaku World,30027,TV (New),Unknown,spring,1988.0,,,39.0,0.0,212.0,"['Adventure', 'Fantasy', 'Supernatural']"
Shin Manga Naruhodo Monogatari,37714,TV (New),Unknown,spring,1988.0,,,40.0,0.0,176.0,[]
Dragon Ball,223,TV (Continuing),Toei Animation,spring,1988.0,,Manga,153.0,7.96,911000.0,"['Adventure', 'Comedy', 'Fantasy']"
Saint Seiya,1254,TV (Continuing),Toei Animation,spring,1988.0,,Manga,114.0,7.74,170000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,spring,1988.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Sakigake!! Otokojuku,2903,TV (Continuing),Toei Animation,spring,1988.0,,Manga,34.0,7.39,12000.0,"['Action', 'Comedy']"
Sazae-san,2406,TV (Continuing),Eiken,spring,1988.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Osomatsu-kun (1988),9883,TV (Continuing),Pierrot,spring,1988.0,,Manga,86.0,6.72,5600.0,['Comedy']
Anime Sanjuushi,2333,TV (Continuing),Gallop,spring,1988.0,,Novel,52.0,7.11,4600.0,"['Adventure', 'Drama', 'Romance']"
Mister Ajikko,3437,TV (Continuing),Sunrise,spring,1988.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Shoukoushi Cedie,2555,TV (Continuing),Nippon Animation,spring,1988.0,,Novel,43.0,7.35,3900.0,"['Drama', 'Slice of Life']"
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,spring,1988.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,spring,1988.0,,,1471.0,6.07,1400.0,['Fantasy']
Tatakae!! Ramenman,4427,TV (Continuing),Toei Animation,spring,1988.0,,,35.0,6.25,1300.0,"['Action', 'Adventure']"
Ultra B,10250,TV (Continuing),Shin-Ei Animation,spring,1988.0,,Manga,119.0,6.03,1200.0,['Comedy']
Bikkuriman,3909,TV (Continuing),Toei Animation,spring,1988.0,,Other,75.0,6.14,687.0,"['Comedy', 'Fantasy']"
Oraa Guzura Dado (1987),11873,TV (Continuing),Tatsunoko Production,spring,1988.0,,,44.0,6.16,678.0,['Comedy']
Tsuideni Tonchinkan,6917,TV (Continuing),Unknown,spring,1988.0,,,43.0,0.0,662.0,['Comedy']
Norakuro-kun,16393,TV (Continuing),Pierrot,spring,1988.0,,Manga,50.0,0.0,538.0,"['Comedy', 'Mystery']"
Kotowaza House,20117,TV (Continuing),Eiken,spring,1988.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Mama Ohanashi Kikasete,26087,TV (Continuing),Unknown,spring,1988.0,,,15.0,0.0,211.0,['Fantasy']
Gutchonpa Omoshiro Hanashi,26089,TV (Continuing),Unknown,spring,1988.0,,,5.0,0.0,190.0,[]
Konna Ko Iru kana,30129,TV (Continuing),Unknown,spring,1988.0,,,0.0,0.0,189.0,[]
Kidou Keisatsu Patlabor,1288,OVA,Studio Deen,spring,1988.0,,Original,7.0,7.28,31000.0,"['Comedy', 'Sci-Fi']"
Appleseed,937,OVA,Gainax,spring,1988.0,,Manga,1.0,6.57,28000.0,"['Action', 'Adventure', 'Sci-Fi']"
Dominion,1151,OVA,Agent 21,spring,1988.0,,Manga,4.0,6.9,15000.0,"['Comedy', 'Sci-Fi']"
Project A-Ko 3: Cinderella Rhapsody,1297,OVA,Studio Fantasia,spring,1988.0,,Original,1.0,6.35,5000.0,"['Action', 'Comedy', 'Sci-Fi']"
Kujakuou,3595,OVA,AIC,spring,1988.0,,Manga,3.0,5.85,2500.0,"['Action', 'Horror']"
Balthus: Tia no Kagayaki,5107,OVA,Kusama Art,spring,1988.0,,Original,1.0,5.1,2100.0,"['Action', 'Romance', 'Hentai']"
Tokyo Vice,2003,OVA,J.C.Staff,spring,1988.0,,Original,1.0,5.26,2000.0,"['Action', 'Mystery', 'Sci-Fi']"
Antique Heart,5926,OVA,J.C.Staff,spring,1988.0,,Original,1.0,5.47,1400.0,['Mystery']
Akai Koudan Zillion: Utahime Yakyoku,2689,OVA,Production I.G,spring,1988.0,,Game,1.0,5.75,1300.0,"['Adventure', 'Sci-Fi']"
Mahjong Hishouden: Naki no Ryuu,5151,OVA,Gainax,spring,1988.0,,Manga,3.0,5.86,1100.0,"['Action', 'Drama']"
Rokushin Gattai GodMars: Juunana-sai no Densetsu,2906,OVA,Unknown,spring,1988.0,,,1.0,5.91,875.0,"['Action', 'Sci-Fi']"
Enshou Nihon Mukashibanashi,11825,OVA,Unknown,spring,1988.0,,,1.0,4.93,835.0,"['Comedy', 'Hentai']"
Classical Sex-Zone,29307,OVA,Unknown,spring,1988.0,,,3.0,5.27,707.0,['Hentai']
Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,17501,OVA,Unknown,spring,1988.0,,,4.0,0.0,669.0,"['Drama', 'Ecchi']"
Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,18967,OVA,Unknown,spring,1988.0,,,1.0,0.0,315.0,"['Comedy', 'Sci-Fi']"
Tonari no Totoro,523,Movie,Studio Ghibli,spring,1988.0,,Original,1.0,8.26,924000.0,"['Adventure', 'Supernatural']"
Hotaru no Haka,578,Movie,Studio Ghibli,spring,1988.0,,Novel,1.0,8.51,578000.0,['Drama']
Jigazou,4966,Movie,Unknown,spring,1988.0,,,1.0,4.71,2200.0,['Comedy']
Dragon Ball Specials,2520,Special,Toei Animation,spring,1988.0,,Manga,2.0,6.71,29000.0,"['Comedy', 'Fantasy']"
Hurricane Live! 2032,5043,Special,AIC,spring,1988.0,,,6.0,6.71,2200.0,[]
Tekken Chinmi,4663,TV (New),Production Reed,summer,1988.0,,Manga,20.0,7.25,4100.0,"['Action', 'Adventure']"
Lemon Angel (1988/II),3264,TV (New),AIC,summer,1988.0,,,8.0,5.69,1400.0,['Ecchi']
Dallyeola Hani,17092,TV (New),Daewon Media,summer,1988.0,,,13.0,6.67,762.0,['Sports']
Biriken,8520,TV (New),Shin-Ei Animation,summer,1988.0,,,32.0,0.0,305.0,['Comedy']
Dragon Ball,223,TV (Continuing),Toei Animation,summer,1988.0,,Manga,153.0,7.96,911000.0,"['Adventure', 'Comedy', 'Fantasy']"
Saint Seiya,1254,TV (Continuing),Toei Animation,summer,1988.0,,Manga,114.0,7.74,170000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,summer,1988.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
City Hunter 2,1471,TV (Continuing),Sunrise,summer,1988.0,,Manga,63.0,8.06,23000.0,"['Action', 'Comedy', 'Mystery']"
Yoroiden Samurai Troopers,1264,TV (Continuing),Sunrise,summer,1988.0,,Original,39.0,7.07,17000.0,"['Adventure', 'Sci-Fi']"
Sakigake!! Otokojuku,2903,TV (Continuing),Toei Animation,summer,1988.0,,Manga,34.0,7.39,12000.0,"['Action', 'Comedy']"
Sazae-san,2406,TV (Continuing),Eiken,summer,1988.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Osomatsu-kun (1988),9883,TV (Continuing),Pierrot,summer,1988.0,,Manga,86.0,6.72,5600.0,['Comedy']
Kiteretsu Daihyakka,6509,TV (Continuing),Gallop,summer,1988.0,,Manga,331.0,6.76,5000.0,"['Comedy', 'Drama', 'Slice of Life']"
Anime Sanjuushi,2333,TV (Continuing),Gallop,summer,1988.0,,Novel,52.0,7.11,4600.0,"['Adventure', 'Drama', 'Romance']"
Mister Ajikko,3437,TV (Continuing),Sunrise,summer,1988.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Shoukoushi Cedie,2555,TV (Continuing),Nippon Animation,summer,1988.0,,Novel,43.0,7.35,3900.0,"['Drama', 'Slice of Life']"
Hello! Lady Lynn,2405,TV (Continuing),Toei Animation,summer,1988.0,,Manga,36.0,7.56,3800.0,['Drama']
F,6055,TV (Continuing),Studio Deen,summer,1988.0,,Manga,31.0,6.76,3100.0,[]
Transformers: Choujin Master Force,924,TV (Continuing),Toei Animation,summer,1988.0,,,43.0,6.65,3000.0,"['Adventure', 'Sci-Fi']"
Tsurupika Hagemaru-kun,5830,TV (Continuing),Shin-Ei Animation,summer,1988.0,,4-koma manga,59.0,6.96,2800.0,['Comedy']
Chouon Senshi Borgman,3035,TV (Continuing),Asahi Production,summer,1988.0,,Other,35.0,6.36,2800.0,"['Action', 'Sci-Fi']"
Mashin Eiyuuden Wataru,3837,TV (Continuing),Sunrise,summer,1988.0,,,45.0,6.96,2600.0,"['Adventure', 'Comedy', 'Sci-Fi']"
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,summer,1988.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Topo Gigio,4584,TV (Continuing),Nippon Animation,summer,1988.0,,,21.0,6.22,1800.0,"['Adventure', 'Comedy']"
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,summer,1988.0,,,1471.0,6.07,1400.0,['Fantasy']
Tatakae!! Ramenman,4427,TV (Continuing),Toei Animation,summer,1988.0,,,35.0,6.25,1300.0,"['Action', 'Adventure']"
Moeru! Oniisan,6067,TV (Continuing),Pierrot,summer,1988.0,,Manga,24.0,6.53,1200.0,"['Action', 'Adventure', 'Comedy']"
Ultra B,10250,TV (Continuing),Shin-Ei Animation,summer,1988.0,,Manga,119.0,6.03,1200.0,['Comedy']
Dondon Dommel to Ron,2814,TV (Continuing),Telescreen,summer,1988.0,,Original,52.0,6.67,980.0,['Comedy']
What's Michael? (TV),12039,TV (Continuing),Daume,summer,1988.0,,Manga,45.0,0.0,779.0,['Comedy']
Bikkuriman,3909,TV (Continuing),Toei Animation,summer,1988.0,,Other,75.0,6.14,687.0,"['Comedy', 'Fantasy']"
Oraa Guzura Dado (1987),11873,TV (Continuing),Tatsunoko Production,summer,1988.0,,,44.0,6.16,678.0,['Comedy']
Tsuideni Tonchinkan,6917,TV (Continuing),Unknown,summer,1988.0,,,43.0,0.0,662.0,['Comedy']
Norakuro-kun,16393,TV (Continuing),Pierrot,summer,1988.0,,Manga,50.0,0.0,538.0,"['Comedy', 'Mystery']"
Kotowaza House,20117,TV (Continuing),Eiken,summer,1988.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Meisaku World,30027,TV (Continuing),Unknown,summer,1988.0,,,39.0,0.0,212.0,"['Adventure', 'Fantasy', 'Supernatural']"
Mama Ohanashi Kikasete,26087,TV (Continuing),Unknown,summer,1988.0,,,15.0,0.0,211.0,['Fantasy']
Gutchonpa Omoshiro Hanashi,26089,TV (Continuing),Unknown,summer,1988.0,,,5.0,0.0,190.0,[]
Konna Ko Iru kana,30129,TV (Continuing),Unknown,summer,1988.0,,,0.0,0.0,189.0,[]
Shin Manga Naruhodo Monogatari,37714,TV (Continuing),Unknown,summer,1988.0,,,40.0,0.0,176.0,[]
Bubblegum Crisis,1347,OVA,AIC,summer,1988.0,,Original,8.0,7.3,44000.0,"['Adventure', 'Sci-Fi']"
Kyuuketsuhime Miyu,1384,OVA,AIC,summer,1988.0,,Manga,4.0,6.98,19000.0,"['Action', 'Drama', 'Horror']"
Deimos no Hanayome: Ran no Kumikyoku,5918,OVA,Madhouse,summer,1988.0,,Manga,1.0,5.66,4900.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']"
Ace wo Nerae! 2,314,OVA,Annapuru,summer,1988.0,,Manga,13.0,7.04,2600.0,"['Drama', 'Sports']"
Ten Little Gall Force,6331,OVA,animate Film,summer,1988.0,,Original,1.0,6.17,1600.0,"['Action', 'Comedy', 'Sci-Fi']"
Kaze no Matasaburou,12141,OVA,Madhouse,summer,1988.0,,Novel,1.0,5.68,1200.0,"['Fantasy', 'Slice of Life']"
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,3214,OVA,J.C.Staff,summer,1988.0,,Original,1.0,5.96,1100.0,"['Action', 'Adventure']"
